brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
Gaynor Minden,Lyra Classic - Box 5 Feather,Square-Wide,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 5 Hard,Square-Wide,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 5 Pianissimo,Square-Wide,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 5 Supple,Square-Wide,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Merlet,Belle,Tapered,Medium,"Soft, Medium",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Flexible box","Egyptian, Greek",$111–128,Available,"Flexible shank, for long/tapered (Egyptian/Greek) toes; student model.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/belle,"Tapered box, soft options per tech sheet"
Gaynor Minden,Lyra Sculpted - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3+ ExtraFlex,Medium,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3+ Feather,Medium,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3+ Hard,Medium,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3+ Pianissimo,Medium,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 3+ Supple,Medium,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 4 ExtraFlex,Medium-Square,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 4 Feather,Medium-Square,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 4 Hard,Medium-Square,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 4 Pianissimo,Medium-Square,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 4 Supple,Medium-Square,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 5 ExtraFlex,Square-Wide,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 5 Feather,Square-Wide,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 5 Hard,Square-Wide,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 5 Pianissimo,Square-Wide,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Protégée - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Traditional satin upper, Polymer box and shank, Poron cushioning, Leather sole","Egyptian, Greek",$115.00-177,Discontinued,Beginner-focused model with softer shank options only,Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sculpted - Box 5 Supple,Square-Wide,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Square/Roman, Square/Roman",170,Available,"Premium Weave satin, waist seam design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 2 ExtraFlex,Narrow-Tapered,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 2 Feather,Narrow-Tapered,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 2 Hard,Narrow-Tapered,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 2 Pianissimo,Narrow-Tapered,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 2 Supple,Narrow-Tapered,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3 ExtraFlex,Medium-Tapered,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3 Feather,Medium-Tapered,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3 Hard,Medium-Tapered,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3 Pianissimo,Medium-Tapered,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Sleek - Box 3 Supple,Medium-Tapered,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, tapered design, more flexible than Europa",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
